Metadaten,INVNR,OBJEKT,BEZEICHNUNG,INHALT_DARGESTELLT,MATERIAL,TECHNIK,MASZE,Thema,AUFSCHRIFT_MERKMALE,SP,Th,B,S,Rac,Dmpf,L,Mich,Raf,HK,DC,Rf,T,publiziert_in_Publikation,vorgesehen_zur_Publikation,REFERENT_Eigenschaft_1,REFERENT_Typ_1,QUELLE_Beziehung_REFERENT_1,REFERENT_Zeit_1,REFERENT_Ort_1,REFERENT_Bezeichnung_1,REFERENT_Eigenschaft_2,REFERENT_Typ_2,QUELLE_Beziehung_REFERENT_2,REFERENT_Zeit_2,REFERENT_Ort_2,REFERENT_Bezeichnung_2,REFERENT_Eigenschaft_3,REFERENT_Typ_3,QUELLE_Beziehung_REFERENT_3,REFERENT_Zeit_3,REFERENT_Ort_3,REFERENT_Bezeichnung_3,REFERENT_Eigenschaft_4,REFERENT_Typ_4,QUELLE_Beziehung_REFERENT_4,REFERENT_Zeit_4,REFRENT_Ort_4,REFERENT_Bezeichnung_4,REFERENT_Eigenschaft_5,REFERENT_Typ_5,QUELLE_Beziehung_REFERENT_5,REFERENT_Zeit_5,REFERENT_Ort_5,REFERENT_Bezeichnung_5,REFERENT_Eigenschaft_6,REFERENT_Typ_6,QUELLE_Beziehung_REFERENT_6,REFERENT_Zeit_6,REFERENT_Ort_6,REFERENT_Bezeichnung_6,REFERENT_Eigenschaft_7,REFERENT_Typ_7,QUELLE_Beziehung_REFERENT_7,REFERENT_Zeit_7,REFERENT_Ort_7,REFERENT_Bezeichnung_7,REFERENT_Eigenschaft_8,REFERENT_Typ_8,QUELLE_Beziehung_REFERENT_8,REFERENT_Zeit_8,REFERENT_Ort_8,REFERENT_Bezeichnung_8,REFERENT_Eigenschaft_9,REFERENT_Typ_9,QUELLE_Beziehung_REFERENT_9,REFERENT_Zeit_9,REFERENT_Ort_9,REFERENT_Bezeichnung_9,REFERENT_Eigenschaft_10,REFERENT_Typ_10,QUELLE_Beziehung_REFERENT_10,REFERENT_Zeit_10,REFERENT_Ort_10,REFERENT_Bezeichnung_10,REFERENT_Eigenschaft_11,REFERENT_Typ_11,QUELLE_Beziehung_REFERENT_11,REFERENT_Zeit_11,REFERENT_Ort_11,REFERENT_Bezeichnung_11,,,,,,,AUDIO Text,,,,,
326,II.1.6.a,Fotografie,Fotografie - Epreuves fotogr. Gravées,Abbildung,1 Fotografie,Belichtung,109 x 157 mm,,,,,,,,,,,,,x,x,,,,materiell,Archivquelle,abbildend,NULL,Skizzenbuch (Jacques Androuet Ducerceau),fol. 63: Zeichnung - Architektur - Ansicht,materiell,Person,betreffend,,NULL,Jacques Androuet Ducerceau,materiell,Organisation,betreffend,NULL,Paris,Collection de M. Lesoufaché,materiell,Publikation,publiziert in,NULL,NULL,Geymüller - Heinrich von: Les DuCerceau. leur vie et leur oeuvre - Librairie de l'Art: Paris [et al] 1887 - p. 152 (Fig. 69).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,II.1.6.a,Fotografie,Fotografie - Epreuves fotogr. Gravées,Abbildung,1 Fotografie,Belichtung,101 x 150 mm,,,,,,,,,,,,,x,x,,,,materiell,Archivquelle,abbildend,NULL,Skizzenbuch (Jacques Androuet Ducerceau),fol. 67: Zeichnung - Architektur - Ansicht,materiell,Person,betreffend,,NULL,Jacques Androuet Ducerceau,materiell,Organisation,betreffend,NULL,Paris,Collection de M. Lesoufaché,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,II.1.6.a,Fotografie,Fotografie - Epreuves fotogr. Gravées,Abbildung,1 Fotografie,Belichtung,98 x 140 mm,,,,,,,,,,,,,x,x,,,,materiell,Archivquelle,abbildend,NULL,Skizzenbuch (Jacques Androuet Ducerceau),fol. 71: Zeichnung - Fassaden - Portale - Fenster - Ansicht,materiell,Person,betreffend,,NULL,Jacques Androuet Ducerceau,materiell,Organisation,betreffend,NULL,Paris,Collection de M. Lesoufaché,materiell,Publikation,publiziert in,NULL,NULL,Geymüller - Heinrich von: Les DuCerceau. leur vie et leur oeuvre - Librairie de l'Art: Paris [et al] 1887 - p. 81 (Fig. 39).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,II.1.6.a,Fotografie,Fotografie - Epreuves fotogr. Gravées,Abbildung - Beschriftung,1 Fotografie,Belichtung - Bleistift (grau),111 x 147 mm,,"Rückseite: ""4""",,,,,,,,,,,x,x,,,,materiell,Archivquelle,abbildend,NULL,Skizzenbuch (Jacques Androuet Ducerceau),fol. 57: Zeichnung - Architektur (Rouen) - Kolloseum - Ansicht,materiell,Person,betreffend,,NULL,Jacques Androuet Ducerceau,materiell,Organisation,betreffend,NULL,Paris,Collection de M. Lesoufaché,materiell,Person,behandelnd,NULL,NULL,Fra Giocondo,materiell,Publikation,publiziert in,NULL,NULL,Geymüller - Heinrich von: Les DuCerceau. leur vie et leur oeuvre - Librairie de l'Art: Paris [et al] 1887 - p. 153 (Fig. 70).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,II.1.6.a,Fotografie,Fotografie - Epreuves fotogr. Gravées,Abbildung,1 Fotografie,Belichtung,113 x 163 mm,,,,,,,,,,,,,x,x,,,,materiell,Archivquelle,abbildend,NULL,Skizzenbuch (Jacques Androuet Ducerceau),fol. 62: Zeichnung - Architektur - Fassade - Portal - Ansicht,materiell,Person,betreffend,,NULL,Jacques Androuet Ducerceau,materiell,Publikation,publiziert in,NULL,NULL,Geymüller - Heinrich von: Les DuCerceau. leur vie et leur oeuvre - Librairie de l'Art: Paris [et al] 1887 - p. (Fig. 14).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,II.1.6.a,Fotografie,Fotografie - Epreuves fotogr. Gravées,Abbildung - Beschriftung,1 Fotografie,Belichtung - Bleistift (grau - blau),138 x 61 mm,,"Rückseite: ""3"" [grau] ""103"" [blau]",,,,,,,,,,,x,x,,,,materiell,Archivquelle,abbildend,NULL,NULL,Zeichnung - Architektur - Fassade - Ansicht,materiell,Organisation,betreffend,,Paris,Cabinet des Estampes (Paris) <Bibliothèque Nationale (Paris). Cabinet des Estampes>,materiell,Artefakt,wiedergebend,,Charleval,Schloss Charleval,materiell,Person,betreffend,,NULL,Jacques Androuet Ducerceau,materiell,Publikation,publiziert in,NULL,NULL,Geymüller - Heinrich von: Les DuCerceau. leur vie et leur oeuvre - Librairie de l'Art: Paris [et al] 1887 - (Fig. 42).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,II.1.6.a,Fotografie,Fotografie - Epreuves fotogr. Gravées,Abbildung - Beschriftung,1 Fotografie,Belichtung - Bleistift (grau),123 x 87 mm,,"Rückseite: ""4""",,,,,,,,,,,x,x,,,,materiell,Archivquelle,abbildend,NULL,NULL,Zeichnung - Architektur - Fassade - Aufriss,materiell,Person,betreffend,,NULL,Jacques Androuet Ducerceau,materiell,Organisation,betreffend,NULL,Paris,Collection de M. Destailleur,materiell,Publikation,publiziert in,NULL,NULL,Geymüller - Heinrich von: Les DuCerceau. leur vie et leur oeuvre - Librairie de l'Art: Paris [et al] 1887 - p. 25 (Fig. 9).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,II.1.6.a,Fotografie,Fotografie - Epreuves fotogr. Gravées,Abbildung - Beschriftung,1 Fotografie,Belichtung - Bleistift (grau),87 x 153 mm,,"Rückseite: ""4""",,,,,,,,,,,x,x,,,,materiell,Archivquelle,abbildend,NULL,NULL,N° 32: Zeichnung - Architektur (St. Peter Rom) - Fassade - Ansicht,materiell,Organisation,betreffend,,NULL,Collection de M. Destaillieur,materiell,Artefakt,betreffend,NULL,Rom,St. Peter (Rom),immateriell,Handlung,darstellend,NULL,NULL,Entwurf (St. Peter Rom),materiell,Publikation,publiziert in,NULL,NULL,Geymüller - Heinrich von: Les DuCerceau. leur vie et leur oeuvre - Librairie de l'Art: Paris [et al] 1887.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,II.1.6.a,Fotografie,Fotografie - Epreuves fotogr. Gravées,Abbildung - Beschriftung,1 Fotografie,Belichtung - Bleistift (grau - rot - blau),138 x 78 mm,,"Rückseite: ""3"" ""99"" [rot] ""86"" [blau - in rot durchgestrichen]",,,,,,,,,,,x,x,,,,materiell,Archivquelle,abbildend,NULL,Androuet Ducerceau - Jacques: Le volume des plus excellents bastiments de France (Vol. 1) - Androuet - du Cerceau: Paris 1607.,Zeichnung - Architektur - Fassade - Aufriss - Figuren,materiell,Organisation,betreffend,,Paris,Cabinet des Estampes (Paris) <Bibliothèque Nationale (Paris). Cabinet des Estampes>,materiell,Artefakt,wiedergebend,,Paris,Château de Madrid (Paris),materiell,Person,betreffend,,NULL,Jacques Androuet Ducerceau,materiell,Publikation,publiziert in,NULL,NULL,Geymüller - Heinrich von: Les DuCerceau. leur vie et leur oeuvre - Librairie de l'Art: Paris [et al] 1887 - p. 205 (Fig. 101).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,II.1.6.a,Fotografie,Fotografie - Epreuves fotogr. Gravées,Abbildung,1 Fotografie,Belichtung,107 x 150 mm,,,,,,,,,,,,,x,x,,,,materiell,Archivquelle,abbildend,NULL,NULL,Zeichnung - Liniengravour - Taufbrunnen,materiell,Person,betreffend,,NULL,Jacques Androuet Ducerceau,materiell,Organisation,betreffend,NULL,NULL,Collection de M. Foulc.,materiell,Publikation,publiziert in,NULL,NULL,Geymüller - Heinrich von: Les DuCerceau. leur vie et leur oeuvre - Librairie de l'Art: Paris [et al] 1887 - p. 160 (Fig. 77).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,II.1.6.a,Fotografie,Fotografie - Epreuves fotogr. Gravées,Abbildung - Beschriftung,1 Fotografie,Belichtung - Bleistift (grau),139 x 72 mm,,"Rückseite: ""3""",,,,,,,,,,,x,x,,,,materiell,Archivquelle,abbildend,NULL,Androuet Ducerceau - Jacques: Le volume des plus excellents bastiments de France (Vol. 1) - Androuet - du Cerceau: Paris 1607.,Zeichnung - Architektur - Ansicht,materiell,Organisation,betreffend,,Paris,Cabinet des Estampes (Paris) <Bibliothèque Nationale (Paris). Cabinet des Estampes>,materiell,Artefakt,wiedergebend,,Verneuil-en-Halatte,Schloss Verneuil-en-Halatte,materiell,Person,betreffend,,NULL,Jacques Androuet Ducerceau,materiell,Publikation,publiziert in,NULL,NULL,Geymüller - Heinrich von: Les DuCerceau. leur vie et leur oeuvre - Librairie de l'Art: Paris [et al] 1887 (Fig. 41).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,II.1.6.a,Fotografie,Fotografie - Epreuves fotogr. Gravées,Abbildung - Beschriftung,1 Fotografie,Belichtung - Bleistift (grau),71 x 145 mm,,"Rückseite: ""4""",,,,,,,,,,,x,x,,,,materiell,Archivquelle,abbildend,NULL,NULL,Zeichnung - Architektur - Detail,materiell,Person,betreffend,,NULL,Jacques Androuet Ducerceau,materiell,Organisation,betreffend,NULL,Paris,Collection de M. Lesoufaché,materiell,Publikation,publiziert in,NULL,NULL,Geymüller - Heinrich von: Les DuCerceau. leur vie et leur oeuvre - Librairie de l'Art: Paris [et al] 1887 - p. 189 (Fig. 96).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,II.1.6.a,Fotografie,Fotografie - Epreuves fotogr. Gravées,Abbildung,1 Fotografie,Belichtung,105 x 68 mm,,,,,,,,,,,,,x,x,,,,materiell,Archivquelle,abbildend,NULL,NULL,Zeichnung - Architektur - Dekoration,materiell,Person,betreffend,,NULL,Jacques Androuet Ducerceau,materiell,Organisation,betreffend,NULL,NULL,Collection de M. Foulc.,materiell,Artefakte,betreffend,NULL,Basel,Kunstmuseum Basel <Musée de Bâle>,materiell,Publikation,publiziert in,NULL,NULL,Geymüller - Heinrich von: Les DuCerceau. leur vie et leur oeuvre - Librairie de l'Art: Paris [et al] 1887 - p. 292 (Fig. 121).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,II.1.6.a,Fotografie,Fotografie - Epreuves fotogr. Gravées,Abbildung,1 Fotografie,Belichtung,136 x 187 mm,,,,,,,,,,,,,x,x,,,,materiell,Archivquelle,abbildend,NULL,NULL,"Zeichnung - ""PREMIERES ESSAIS DE GRAVURE"" - Architektur - Ansicht - Schnitt - Stempel (SG) - Stempel (Bibliotheque EST National)",materiell,Organisation,betreffend,,Paris,Cabinet des Estampes (Paris) <Bibliothèque Nationale (Paris). Cabinet des Estampes>,materiell,Person,betreffend,,NULL,Jacques Androuet Ducerceau,materiell,Publikation,publiziert in,NULL,NULL,Geymüller - Heinrich von: Les DuCerceau. leur vie et leur oeuvre - Librairie de l'Art: Paris [et al] 1887.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,II.1.6.a,Fotografie,Fotografie - Epreuves fotogr. Gravées,Abbildung,1 Fotografie,Belichtung,159 x 105 mm,,,,,,,,,,,,,x,x,,,,materiell,Archivquelle,abbildend,1534,NULL,Zeichnung - Architektur - Portal - gravierter Bogen,materiell,Person,betreffend,,NULL,Jacques Androuet Ducerceau,materiell,Organisation,betreffend,NULL,NULL,Collection de M. Foulc.,materiell,Publikation,publiziert in,NULL,NULL,Geymüller - Heinrich von: Les DuCerceau. leur vie et leur oeuvre - Librairie de l'Art: Paris [et al] 1887 - (Fig. 19).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,II.1.6.a,Fotografie,Fotografie - Epreuves fotogr. Gravées,Abbildung,1 Fotografie,Belichtung,159 x 115 mm,,,,,,,,,,,,,x,x,,,,materiell,Archivquelle,abbildend,NULL,Skizzenbuch (Jacques Androuet Ducerceau),fol. 59: Zeichnung - Architektur - Fassade - Ansicht,materiell,Person,betreffend,,NULL,Jacques Androuet Ducerceau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,II.1.6.a,Fotografie,Fotografie - Epreuves fotogr. Gravées,Abbildung,1 Fotografie,Belichtung,192 x 143 mm,,,,,,,,,,,,,x,x,,,,materiell,Archivquelle,abbildend,NULL,NULL,Zeichnung - Architektur - Fassade - Ansicht - ,materiell,Person,betreffend,,NULL,Jacques Androuet Ducerceau,materiell,Organisation,betreffend,NULL,NULL,Collection de M. Foulc.,materiell,Publikation,publiziert in,NULL,NULL,Geymüller - Heinrich von: Les DuCerceau. leur vie et leur oeuvre - Librairie de l'Art: Paris [et al] 1887 - p. 6 (Fig. 16).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,II.1.6.a,Fotografie,Fotografie - Epreuves fotogr. Gravées,Abbildung,1 Fotografie,Belichtung,159 x 110 mm,,,,,,,,,,,,,x,x,,,,materiell,Archivquelle,abbildend,NULL,Collection de M. Lesoufaché (Paris),Zeichnung - Architektur - Idealstadt - Fig. 30 - Volume J.,materiell,Person,betreffend,,NULL,Jacques Androuet Ducerceau,materiell,Organisation,betreffend,NULL,Paris,Collection de M. Lesoufaché,materiell,Publikation,publiziert in,NULL,NULL,Geymüller - Heinrich von: Les DuCerceau. leur vie et leur oeuvre - Librairie de l'Art: Paris [et al] 1887 - (Fig. 29).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,II.1.6.a,Fotografie,Fotografie - Epreuves fotogr. Gravées,Abbildung - Beschriftung,1 Fotografie,Belichtung,93 x 167 mm,,"Rückseite: ""4""",,,,,,,,,,,x,x,,,,materiell,Archivquelle,abbildend,NULL,,Zeichnung - Architketur - Fassade - Portal - Ansicht - Temepl Salomon,materiell,Organisation,betreffend,,NULL,Collection de M. Destaillieur,materiell,Publikation,publiziert in,NULL,NULL,Geymüller - Heinrich von: Les DuCerceau. leur vie et leur oeuvre - Librairie de l'Art: Paris [et al] 1887 - p. 36 (Fig. 13).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,II.1.6.a,Fotografie,Fotografie - Epreuves fotogr. Gravées,Abbildung,1 Fotografie,Belichtung,150 x 100 mm,,,,,,,,,,,,,x,x,,,,materiell,Archivquelle,abbildend,NULL,NULL,Zeichnung - Architektur - Fassade - Ansicht - Tempel,materiell,Person,betreffend,,NULL,Jacques Androuet Ducerceau,materiell,Publikation,betreffend,NULL,NULL,Ducerceau - Jacques Androuet: Moyens temples - Orléans: Paris 1550.,materiell,Publikation,publiziert in,NULL,NULL,Geymüller - Heinrich von: Les DuCerceau. leur vie et leur oeuvre - Librairie de l'Art: Paris [et al] 1887 - p. 35 (Fig. 12).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,II.1.6.a,Fotografie,Fotografie - Epreuves fotogr. Gravées,Abbildung,1 Fotografie,Belichtung,217 x 140 mm,,,,,,,,,,,,,x,x,,,,materiell,Archivquelle,abbildend,NULL,Skizzenbuch (Jacques Androuet Ducerceau),fol. 64: Zeichnung - Architektur - Fassade - Ansicht,materiell,Person,betreffend,,NULL,Jacques Androuet Ducerceau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,II.1.6.a,Fotografie,Fotografie - Epreuves fotogr. Gravées,Abbildung,1 Fotografie,Belichtung,58 x 80 mm,,,,,,,,,,,,,x,x,,,,materiell,Archivquelle,abbildend,NULL,NULL,"Zeichnung - Architektur - Fassade - Ansicht - ""Regia Numa"" (Miniatur)",materiell,Person,betreffend,,NULL,Jacques Androuet Ducerceau,materiell,Organisation,betreffend,NULL,NULL,Collection de M. Foulc.,materiell,Publikation,publiziert in,NULL,NULL,Geymüller - Heinrich von: Les DuCerceau. leur vie et leur oeuvre - Librairie de l'Art: Paris [et al] 1887 - p. 20 (Fig. 6).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,II.1.6.a,Fotografie,Fotografie - Epreuves fotogr. Gravées,Abbildung,1 Fotografie,Belichtung,53 x 76 mm,,,,,,,,,,,,,x,x,,,,materiell,Archivquelle,abbildend,NULL,NULL,"Zeichnung - Architektur - Fassade - Ansicht - ""Pallazzo Branconio dell'Aquila"" (Rom) (Miniatur)",materiell,Artefakt,behandelnd,,Rom,Palazzo Branconio dell'Aquila (Rom),materiell,Person,behandelnd,NULL,NULL,Raffaello,materiell,Person,betreffend,NULL,NULL,Jacques Androuet Ducerceau,materiell,Publikation,publiziert in,NULL,NULL,Geymüller - Heinrich von: Les DuCerceau. leur vie et leur oeuvre - Librairie de l'Art: Paris [et al] 1887 - p. 24 (Fig. 8).,materiell,Publikation,betreffend,NULL,NULL,Frommel - Ch. L.: I palazzi di Raffaello: come si abitava a viveva nella Roma del primo Cinquecento - in: Architettura alla corte papale nel Rinascimento - Milano 2003 - pp. 240-255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,II.1.6.a,Fotografie,Fotografie - Epreuves fotogr. Gravées,Abbildung,1 Fotografie,Belichtung,56 x 81 mm,,,,,,,,,,,,,x,x,,,,materiell,Archivquelle,abbildend,NULL,Sammlung G.,"Zeichnung - Architektur - Fassade - Ansicht - ""Tempel Cereris""",materiell,Artefakt,betreffend,,Rom,St. Peter (Rom),materiell,Organisation,betreffend,NULL,NULL,Collection de M. Foulc.,materiell,Publikation,publiziert in,NULL,NULL,Geymüller - Heinrich von: Les DuCerceau. leur vie et leur oeuvre - Librairie de l'Art: Paris [et al] 1887 - p. 16 (Fig. 3).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,II.1.6.a,Blatt,Blatt - Epreuves fotogr. Gravées,Abbildung,1 Blatt Transparentpapier,Schreibfeder - Bleistift (rot),149 x 213 mm,,,,,,,,,,,,,x,x,,,,materiell,Archivquelle,wiedergebend,NULL,Album Lesoufachè ,Fol. 67: Zeichnung - Architektur - Portal - Ansicht,materiell,Organisation,betreffend,NULL,Paris,Collection de M. Lesoufaché,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,II.1.6.a,Fotografie,Fotografie - Epreuves fotogr. Gravées,Abbildung,1 Fotografie,Belichtung ,199 x 249 mm,,,,,,,,,,,,,x,x,,,,materiell,Archivquelle,abbildend,NULL,NULL,Zeichnung - Architektur - Fassade - Ansicht,materiell,Person,betreffend,,NULL,Jacques Androuet Ducerceau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,II.1.6.a,Fotografie,Fotografie - Epreuves fotogr. Gravées,Abbildung,1 Fotografie,Belichtung ,174 x 233 mm,,,,,,,,,,,,,x,x,,,,materiell,Archivquelle,abbildend,NULL,Collection de M. Destaillieur (Paris),Zeichnung - Architektur - Portal - Ansicht,materiell,Person,betreffend,,NULL,Jacques Androuet Ducerceau,materiell,Organisation,betreffend,,NULL,Collection de M. Destaillieur,materiell,Publikation,publiziert in,NULL,NULL,Geymüller - Heinrich von: Les DuCerceau. leur vie et leur oeuvre - Librairie de l'Art: Paris [et al] 1887.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,II.1.6.a,Blatt,Blatt - Epreuves fotogr. Gravées,Abbildung,1 Blatt Papier,Druck,147 x 222 mm,,,,,,,,,,,,,x,x,,,,materiell,Artefakt,wiedergebend,1555 - 1562,NULL,Druckprobe von Grotesken,materiell,Person,betreffend,,NULL,Jacques Androuet Ducerceau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,II.1.6.a,Fotografie,Fotografie - Epreuves fotogr. Gravées,Abbildung,1 Fotografie,Belichtung,185 x 119 mm,,,,,,,,,,,,,x,x,,,,materiell,Archivquelle,abbildend,NULL,Cabinet des Estampes (Bàle),"Zeichnung - Architektur - Fassade - Ansicht ""St. Peter (Rom)""",materiell,Artefakt,betreffend,,Rom,St. Peter (Rom),materiell,Person,betreffend,,NULL,Jacques Androuet Ducerceau,materiell,Publikation,publiziert in,NULL,NULL,Geymüller - Heinrich von: Les DuCerceau. leur vie et leur oeuvre - Librairie de l'Art: Paris [et al] 1887 - (Fig. 5).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,II.1.6.a,Fotografie,Fotografie - Epreuves fotogr. Gravées,Abbildung,1 Fotografie,Belichtung ,122 x 222 mm,,,,,,,,,,,,,x,x,,,,materiell,Archivquelle,abbildend,NULL,Cabinet des Estampes (Paris) <Bibliothèque Nationale (Paris). Cabinet des Estampes>,Zeichnung - Architektur - Brunnen,materiell,Person,betreffend,,NULL,Jacques Androuet Ducerceau,materiell,Organisation,betreffend,,Paris,Cabinet des Estampes (Paris) <Bibliothèque Nationale (Paris). Cabinet des Estampes>,materiell,Publikation,publiziert in,NULL,NULL,Geymüller - Heinrich von: Les DuCerceau. leur vie et leur oeuvre - Librairie de l'Art: Paris [et al] 1887.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,II.1.6.a,Blatt,Blatt - Epreuves fotogr. Gravées,Text,1 Blatt Papier,Bleistift (grau),50 x 128 mm,,,,,,,,,,,,,x,x,,,,materiell,Person,verfasst,NULL,NULL,Heinrich von Geymüller,materiell,Person,betreffend,,NULL,Jacques Androuet Ducerceau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,II.3.4,Fotografie,Fotografie - o. Aufschrift - Rf - Ancy-le-Franc,Abbildung - Beschriftung,1 Fotografie auf Karton,Belichtung - Bleistift (grau),165 x 108 mm,,"Rückseite: Stempel ""E. Lenoble. N° 9 - Rue de P Hôpital.""",,,,,,,,,,,,x,,,,materiell,Organisation,verfasst,NULL,Rue de l'Hôpital N° 9 - Tonnerre (Frankreich),E. Lenoble - Photographie,materiell,Artefakt,abbildend,,Ancy-le-Franc,Schloss Ancy-le-Franc - Fassade Ost,materiell,Person,betreffend,NULL,NULL,Leonardo da Vinci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,II.3.4,Fotografie,Fotografie - o. Aufschrift - Rf - Amboise,Abbildung - Beschriftung,1 Fotografie auf Karton,Belichtung - Bleistift (grau),108 x 165 mm,,"Rückseite: ""Mieusement a Blois. Photographie. Collection de Détails la Syulpture & l'Architecture de toutes les écoles de l'art francais.""",,,,,,,,,,,,x,,,,materiell,Organisation,verfasst,NULL,Blois,Séraphin Médéric  Mieusement -  Photographie,materiell,Artefakt,abbildend,,Amboise,Schloss Amboise <Château Amboise>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,II.3.4,Fotografie,Fotografie - o. Aufschrift - Rf - Amboise,Abbildung,1 Fotografie auf Karton,Belichtung ,165 x 108 mm,,,,,,,,,,,,,,x,,,,materiell,Organisation,verfasst,NULL,Blois,Séraphin Médéric  Mieusement -  Photographie,materiell,Artefakt,abbildend,,Amboise,Schloss Amboise <Château Amboise>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,II.3.4,Fotografie,Fotografie - o. Aufschrift - Rf - Amboise,Abbildung - Beschriftung,1 Fotografie auf Karton,Belichtung - Bleistift (grau),108 x 165 mm,,"Rückseite: ""Mieusement a Blois. Photographie. Collection de Détails la Syulpture & l'Architecture de toutes les écoles de l'art francais.""",,,,,,,,,,,,x,,,,materiell,Organisation,verfasst,NULL,Blois,Séraphin Médéric  Mieusement -  Photographie,materiell,Artefakt,abbildend,,Amboise,Schloss Amboise <Château Amboise>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,II.3.4,Fotografie,Fotografie - o. Aufschrift - Rf - Amboise,Abbildung - Beschriftung,1 Fotografie auf Karton,Belichtung - Bleistift (grau),108 x 165 mm,,"Rückseite: ""Mieusement a Blois. Photographie. Collection de Détails la Syulpture & l'Architecture de toutes les écoles de l'art francais.""",,,,,,,,,,,,x,,,,materiell,Organisation,verfasst,NULL,Blois,Séraphin Médéric  Mieusement -  Photographie,materiell,Artefakt,abbildend,,Amboise,Schloss Amboise <Château Amboise>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
